,articleNo,tradeTypeName,floorInfo,dealOrWarrantPrc,direction,buildingName,latitude,longitude,realtorName,articleName,총 주차대수,난방,주소(도로),주소(지번),층 수,용적률,건폐율,평형대,건설사,관리사무소,경도,위도,0.공급/전용,0.방수/욕실수,0.해당면적 세대수,0.현관구조,1.공급/전용,1.방수/욕실수,1.해당면적 세대수,1.현관구조,2.공급/전용,2.방수/욕실수,2.해당면적 세대수,2.현관구조,3.공급/전용,3.방수/욕실수,3.해당면적 세대수,3.현관구조,4.공급/전용,4.방수/욕실수,4.해당면적 세대수,4.현관구조,5.공급/전용,5.방수/욕실수,5.해당면적 세대수,5.현관구조,6.공급/전용,6.방수/욕실수,6.해당면적 세대수,6.현관구조,7.공급/전용,7.방수/욕실수,7.해당면적 세대수,7.현관구조,8.공급/전용,8.방수/욕실수,8.해당면적 세대수,8.현관구조,9.공급/전용,9.방수/욕실수,9.해당면적 세대수,9.현관구조,10.공급/전용,10.방수/욕실수,10.해당면적 세대수,10.현관구조,11.공급/전용,11.방수/욕실수,11.해당면적 세대수,11.현관구조,12.공급/전용,12.방수/욕실수,12.해당면적 세대수,12.현관구조,13.공급/전용,13.방수/욕실수,13.해당면적 세대수,13.현관구조,14.공급/전용,14.방수/욕실수,14.해당면적 세대수,14.현관구조,15.공급/전용,15.방수/욕실수,15.해당면적 세대수,15.현관구조,16.공급/전용,16.방수/욕실수,16.해당면적 세대수,16.현관구조,17.공급/전용,17.방수/욕실수,17.해당면적 세대수,17.현관구조,18.공급/전용,18.방수/욕실수,18.해당면적 세대수,18.현관구조,19.공급/전용,19.방수/욕실수,19.해당면적 세대수,19.현관구조,20.공급/전용,20.방수/욕실수,20.해당면적 세대수,20.현관구조,21.공급/전용,21.방수/욕실수,21.해당면적 세대수,21.현관구조,22.공급/전용,22.방수/욕실수,22.해당면적 세대수,22.현관구조,23.공급/전용,23.방수/욕실수,23.해당면적 세대수,23.현관구조,24.공급/전용,24.방수/욕실수,24.해당면적 세대수,24.현관구조,25.공급/전용,25.방수/욕실수,25.해당면적 세대수,25.현관구조,26.공급/전용,26.방수/욕실수,26.해당면적 세대수,26.현관구조,27.공급/전용,27.방수/욕실수,27.해당면적 세대수,27.현관구조,28.공급/전용,28.방수/욕실수,28.해당면적 세대수,28.현관구조,29.공급/전용,29.방수/욕실수,29.해당면적 세대수,29.현관구조,30.공급/전용,30.방수/욕실수,30.해당면적 세대수,30.현관구조,31.공급/전용,31.방수/욕실수,31.해당면적 세대수,31.현관구조,32.공급/전용,32.방수/욕실수,32.해당면적 세대수,32.현관구조,33.공급/전용,33.방수/욕실수,33.해당면적 세대수,33.현관구조,34.공급/전용,34.방수/욕실수,34.해당면적 세대수,34.현관구조,35.공급/전용,35.방수/욕실수,35.해당면적 세대수,35.현관구조,36.공급/전용,36.방수/욕실수,36.해당면적 세대수,36.현관구조,37.공급/전용,37.방수/욕실수,37.해당면적 세대수,37.현관구조,38.공급/전용,38.방수/욕실수,38.해당면적 세대수,38.현관구조,39.공급/전용,39.방수/욕실수,39.해당면적 세대수,39.현관구조,40.공급/전용,40.방수/욕실수,40.해당면적 세대수,40.현관구조,41.공급/전용,41.방수/욕실수,41.해당면적 세대수,41.현관구조,42.공급/전용,42.방수/욕실수,42.해당면적 세대수,42.현관구조,43.공급/전용,43.방수/욕실수,43.해당면적 세대수,43.현관구조,44.공급/전용,44.방수/욕실수,44.해당면적 세대수,44.현관구조,45.공급/전용,45.방수/욕실수,45.해당면적 세대수,45.현관구조,46.공급/전용,46.방수/욕실수,46.해당면적 세대수,46.현관구조,47.공급/전용,47.방수/욕실수,47.해당면적 세대수,47.현관구조,48.공급/전용,48.방수/욕실수,48.해당면적 세대수,48.현관구조,49.공급/전용,49.방수/욕실수,49.해당면적 세대수,49.현관구조,50.공급/전용,50.방수/욕실수,50.해당면적 세대수,50.현관구조,51.공급/전용,51.방수/욕실수,51.해당면적 세대수,51.현관구조,52.공급/전용,52.방수/욕실수,52.해당면적 세대수,52.현관구조,53.공급/전용,53.방수/욕실수,53.해당면적 세대수,53.현관구조,54.공급/전용,54.방수/욕실수,54.해당면적 세대수,54.현관구조,55.공급/전용,55.방수/욕실수,55.해당면적 세대수,55.현관구조,56.공급/전용,56.방수/욕실수,56.해당면적 세대수,56.현관구조,57.공급/전용,57.방수/욕실수,57.해당면적 세대수,57.현관구조,58.공급/전용,58.방수/욕실수,58.해당면적 세대수,58.현관구조,59.공급/전용,59.방수/욕실수,59.해당면적 세대수,59.현관구조,60.공급/전용,60.방수/욕실수,60.해당면적 세대수,60.현관구조
1028,2436723092,매매,22/28,7억,남동향,1108동,36.51305,127.26002,해밀세종신도시공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,2436483161,매매,14/30,"6억 1,000",남서향,1101동,36.513225,127.260543,도담원공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,2436414172,매매,20/30,"6억 5,000",남서향,1102동,36.513674,127.260293,도담원공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,2436414013,매매,14/30,"6억 5,000",남동향,1103동,36.514142,127.260166,도담원공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2436078435,매매,11/30,"6억 3,000",남서향,1103동,36.514142,127.260166,세종유보라공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,2436302464,매매,7/30,"6억 5,000",남서향,1102동,36.513674,127.260293,도담원공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,2436302104,매매,22/30,"6억 8,000",남서향,1102동,36.513674,127.260293,도담원공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,2436301618,매매,20/30,"6억 5,000",남서향,1102동,36.513674,127.260293,세종유보라공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,2436300438,매매,14/30,"6억 5,000",남동향,1103동,36.514142,127.260166,세종유보라공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,2436194345,매매,8/28,"6억 1,000",남동향,1108동,36.51305,127.26002,금백공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,2436182269,매매,14/30,"6억 1,000",남서향,1101동,36.513225,127.260543,세종중앙공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,2435878333,매매,7/30,8억,남동향,1103동,36.514142,127.260166,금백공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,2435965334,매매,21/28,"6억 8,000",남향,1107동,36.513518,127.259893,다정삼성공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,2435848226,매매,22/30,"6억 8,000",남서향,1102동,36.513674,127.260293,스마트공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2435835924,매매,14/30,"6억 1,000",남서향,1101동,36.513225,127.260543,6생마스터공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,2435657219,매매,11/30,"6억 3,000",남서향,1103동,36.514142,127.260166,한방공인중개사사무소,도램11단지반도유보라(주상복합),738대(세대당 1.27),"HT005, HF002",세종시 세종시 보듬4로 9,세종시 세종시 도담동 653,23층/30층,357%,42%,"112B㎡, 112A㎡, 112C",(주)반도건설,044-865-9071,127.260023,36.513916,112.36/84.97,3개/2개,349세대,계단식,112.19/84.98,3개/2개,203세대,계단식,112.17/84.98,3개/2개,28세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,2436585454,매매,10/15,"7억 9,000",남향,1201동,36.51338,127.262395,세종현대부동산공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,2436577055,매매,5/17,"7억 5,000",남동향,1203동,36.513746,127.261744,세종현대부동산공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,2436369843,매매,5/19,7억,남서향,1204동,36.513598,127.261154,현대공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,2436349515,매매,5/17,"7억 5,000",남동향,1203동,36.513746,127.261744,마마공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,2436216828,매매,12/17,"7억 5,000",남서향,1203동,36.513746,127.261744,세종한림시티공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,2435933980,매매,14/15,"7억 7,000",남향,1201동,36.51338,127.262395,도담BRT공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,2435581826,매매,10/19,6억,남동향,1204동,36.513598,127.261154,세종해비치공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2435578356,매매,5/17,"7억 5,000",남동향,1203동,36.513746,127.261744,세종해비치공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,2436647862,매매,중/17,"7억 8,000",남서향,1203동,36.513746,127.261744,세종해비치공인중개사사무소,도램12단지모아엘가에듀힐,273대(세대당 1.43),"HT005, HF002",세종시 세종시 보듬4로 19,세종시 세종시 도담동 651,13층/19층,133%,15%,"107㎡, 123",혜림건설(주),044-866-0830,127.261903,36.513441,107.91/84.95,3개/2개,62세대,계단식,123.33/98.04,4개/2개,128세대,계단식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
